kbpedia-id,pref-label,alt-label,definition
Caterer-Person,,,"The earliest account of William Howe. Catering business began to form around 1820, centering in Philadelphia. Catering being a respectable and profitable business, the early catering industry was disproportionately founded by African-Americans. In the 1930s, the Soviet Union, creating more simple menus, began developing state public-catering establishments as part of its collectivation policies. A rationing system was implemented during World War II, and people became used to public catering. By the 1960s, home-made food was overtaken by eating in public-catering establishments."
CatFlea,,,"The cat flea (scientific name Ctenocephalides felis) is an extremely common parasitic insect whose principal host is the domestic cat, although a high proportion of the fleas found on dogs also belong to this species (this despite the widespread existence of a separate and well-established \""dog\"" flea, Ctenocephalides canis)."
CathodeRayTube,CRT,CRT,
CatholicPerson,Catholic person,,
Catopsis,,,"Catopsis is a genus in the botanical family Bromeliaceae, subfamily Tillandsioideae."
CatopsisBerteroniana,,,"Catopsis berteroniana /kəˈtɒpsɪs ˌbɜːrtəˌroʊniˈɑːnə/ is an epiphytic bromeliad thought to be a possible carnivorous plant, similar to Brocchinia reducta, although the evidence is equivocal. Its native range is from southern Florida to southern Brazil. It generally grows on the unshaded twigs of trees, and has been shown experimentally to trap more insects in its tank than other bromeliads of comparable size. There are several other species in the genus, none of which is believed to be carnivorous."
Catopuma,,,"Pardofelis is a genus of the cat family Felidae. This genus is defined as including one species native to Southeast Asia: the marbled cat. Two other species, formerly classified to this genus, now belong to the genus Catopuma. The word pardofelis is composed of the Latin words pardus pard, and felis cat in allusion to the spots of the type species, the marbled cat."
CatsClaw-Product,,,"Uncaria tomentosa is a woody vine found in the tropical jungles of South and Central America. In several languages it is known as cat's claw because of its claw-shaped thorns (English cat's claw, although that name is also used for other plants; Spanish uña de gato). It is also known as vilcacora; Polish journalist Roman Warszewski claims the invention of the latter name by combining the qechua words 'vilca' + 'cora'. It is used in herbalism for a variety of ailments."
Cattle,cattle,,
CaucasianHoneyBee,,,"The Caucasian honey bee (Apis mellifera caucasia, commonly misspelled caucasica) is a sub-species of the Western honey bee."
CaucasianSalamander,,,"The Caucasian salamander (Mertensiella caucasica) is a species of stream-dwelling salamander in the Salamandridae family. This is a salamander of medium size, with a thin, elongated body. It is a relict species, endemic to the south-western Caucasus, in Georgia and Turkey. The subspecies M. c. janashvilii is found at Mt. Mtirala near Batumi and probably along the Black Sea coast."
CauchasRufimitrella,,,"Cauchas rufimitrella is a diurnal lepidopteran from the family Adelidae, the fairy long horn moths. It is found in almost all of Europe, except Portugal, Ukraine and the southern part of the Balkan Peninsula. The wingspan of the moth ranges from 10 to 12 millimeters. The wings are metallic red-purple. Flight time is May to June. Caterpillars live on the seeds of Cardamine pratensis and then they pupate over the winter."
Caudalejeunea,,,"Caudalejeunea is a genus of liverwort in family Lejeuneaceae. It contains the following species (but this list may be incomplete): \n*  Caudalejeunea grolleana, Gradst."
CaudalejeuneaGrolleana,,,Caudalejeunea grolleana is a species of liverwort in the family Lejeuneaceae. It is endemic to Madagascar. Its natural habitat is subtropical or tropical dry forests. It is threatened by habitat loss. This liverwort can be found on tree bark and dead wood in undisturbed lowland rainforest. The main threat to the species is deforestation. Its habitat in Madagascar has a tropical to sub-tropical climate. This species was first described in 1974.
Caudovirales,,,"The Caudovirales are an order of viruses also known as the tailed bacteriophages. Under the Baltimore classification scheme, the Caudovirales are group I viruses as they have double stranded DNA (dsDNA) genomes, which can be anywhere from 18,000 base pairs to 500,000 base pairs in length. The virus particles have a distinct shape; each virion has an icosohedral head that contains the viral genome, and is attached to a flexible tail by a connector protein. The order encompasses a wide range of viruses, many of which containing genes of similar nucleotide sequence and function. Some tailed bacteriophage genomes can vary quite significantly in nucleotide sequence, however, even among the same genus. Due to their characteristic structure and possession of potentially homologous genes, it is be."
Caulk,,,"The collection of all caulk. A type of ArtificialMaterial and HomogeneousStructure. The concept Caulk is a TangibleStuffCompositionType and an ArtifactTypeByGenericCategory. This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for caulk. This product category corresponds to the UNSPSC code: 31201606."
Causality-AttitudeTopic,topics of 'causality',,"Causality (also referred to as causation or cause and effect) is efficacy, by which one process or state, a cause, contributes to the production of another process or state, an effect, where the cause is partly responsible for the effect, and the effect is partly dependent on the cause. In general, a process has many causes, which are also said to be causal factors for it, and all lie in its past. "
Causing-Levitating,,,Causing something to levitate (or rise).
CausingAnotherObjectsTranslationalMotion,moving,moving,
Caution,,,"In United States safety standards, precautionary statements are sentences providing information on potential hazards, and proper procedures. They are used in situations from consumer product on labels and manuals, to descriptions of physical activities. Various methods are used to bring focus to them, such as setting apart from normal text, graphic icons, changes in text's font and color. Texts will often clarify the types of statements and their meanings within the text. Common precautionary statements are described below. See ANSI 535."
CavalierKingCharlesSpaniel,,,"The Cavalier King Charles Spaniel is a small spaniel classed as a toy dog by The Kennel Club and the American Kennel Club. It originated in the United Kingdom and is one of the more popular breeds in many countries. Since 2000, it has grown in popularity in the United States and ranks as the 18th most popular pure-breed in the United States (2013 Registration Statistics). It has a silky, smooth coat and commonly a smooth undocked tail. The breed standard recognizes four colours: Blenheim (chestnut and white), Tricolor (black/white/tan), Black and Tan, and Ruby. The breed is generally friendly, affectionate and good with both children and other animals; however, they require a lot of human interaction. The expected average lifespan of a Cavalier King Charles Spaniel is under ten years."
